humanRL_gym_ple/dqn_ple.py:131: UserWarning: nn.init.xavier_uniform is now deprecated in favor of nn.init.xavier_uniform_.
  torch.nn.init.xavier_uniform(m.weight)
Collecting experience...
Ep:  0 | Ep_r:  0.0 | Steps:  28 | Total Steps:  29 | Ep_Loss: 0.0000
Ep:  127 | Ep_r:  1.0 | Steps:  85 | Total Steps:  5017 | Ep_Loss: 3.3923
Ep:  128 | Ep_r:  1.0 | Steps:  41 | Total Steps:  5059 | Ep_Loss: 1.7841
Ep:  129 | Ep_r:  0.0 | Steps:  5 | Total Steps:  5065 | Ep_Loss: 0.2448
Ep:  130 | Ep_r:  0.0 | Steps:  5 | Total Steps:  5071 | Ep_Loss: 0.2066
Ep:  131 | Ep_r:  0.0 | Steps:  5 | Total Steps:  5077 | Ep_Loss: 0.2568
Ep:  132 | Ep_r:  0.0 | Steps:  5 | Total Steps:  5083 | Ep_Loss: 0.2662
Ep:  133 | Ep_r:  0.0 | Steps:  23 | Total Steps:  5107 | Ep_Loss: 1.0072
Ep:  134 | Ep_r:  1.0 | Steps:  27 | Total Steps:  5135 | Ep_Loss: 1.0574
Ep:  135 | Ep_r:  0.0 | Steps:  24 | Total Steps:  5160 | Ep_Loss: 0.8748
Ep:  136 | Ep_r:  0.0 | Steps:  5 | Total Steps:  5166 | Ep_Loss: 0.2407
Ep:  137 | Ep_r:  1.0 | Steps:  26 | Total Steps:  5193 | Ep_Loss: 1.1068
Ep:  138 | Ep_r:  0.0 | Steps:  5 | Total Steps:  5199 | Ep_Loss: 0.2466
Ep:  139 | Ep_r:  0.0 | Steps:  5 | Total Steps:  5205 | Ep_Loss: 0.2153
Ep:  140 | Ep_r:  1.0 | Steps:  14 | Total Steps:  5220 | Ep_Loss: 0.6632
Ep:  141 | Ep_r:  1.0 | Steps:  38 | Total Steps:  5259 | Ep_Loss: 1.4442
Ep:  142 | Ep_r:  0.0 | Steps:  5 | Total Steps:  5265 | Ep_Loss: 0.2052
Ep:  143 | Ep_r:  1.0 | Steps:  31 | Total Steps:  5297 | Ep_Loss: 1.3695
Ep:  144 | Ep_r:  0.0 | Steps:  5 | Total Steps:  5303 | Ep_Loss: 0.2345
Ep:  145 | Ep_r:  0.0 | Steps:  16 | Total Steps:  5320 | Ep_Loss: 0.6652
Ep:  146 | Ep_r:  0.0 | Steps:  5 | Total Steps:  5326 | Ep_Loss: 0.2491
Ep:  147 | Ep_r:  0.0 | Steps:  5 | Total Steps:  5332 | Ep_Loss: 0.2209
Ep:  148 | Ep_r:  0.0 | Steps:  5 | Total Steps:  5338 | Ep_Loss: 0.2239
Ep:  149 | Ep_r:  0.0 | Steps:  5 | Total Steps:  5344 | Ep_Loss: 0.2746
Ep:  150 | Ep_r:  1.0 | Steps:  33 | Total Steps:  5378 | Ep_Loss: 1.3212
Ep:  151 | Ep_r:  0.0 | Steps:  24 | Total Steps:  5403 | Ep_Loss: 0.9768
Ep:  152 | Ep_r:  0.0 | Steps:  5 | Total Steps:  5409 | Ep_Loss: 0.2282
Ep:  153 | Ep_r:  0.0 | Steps:  5 | Total Steps:  5415 | Ep_Loss: 0.1896
Ep:  154 | Ep_r:  0.0 | Steps:  5 | Total Steps:  5421 | Ep_Loss: 0.1826
Ep:  155 | Ep_r:  0.0 | Steps:  5 | Total Steps:  5427 | Ep_Loss: 0.2521
Ep:  156 | Ep_r:  0.0 | Steps:  5 | Total Steps:  5433 | Ep_Loss: 0.2002
Ep:  157 | Ep_r:  1.0 | Steps:  25 | Total Steps:  5459 | Ep_Loss: 1.0611
Ep:  158 | Ep_r:  0.0 | Steps:  5 | Total Steps:  5465 | Ep_Loss: 0.2485
Ep:  159 | Ep_r:  1.0 | Steps:  27 | Total Steps:  5493 | Ep_Loss: 1.1780
Ep:  160 | Ep_r:  1.0 | Steps:  48 | Total Steps:  5542 | Ep_Loss: 1.9140
Ep:  161 | Ep_r:  0.0 | Steps:  14 | Total Steps:  5557 | Ep_Loss: 0.6398
Ep:  162 | Ep_r:  1.0 | Steps:  56 | Total Steps:  5614 | Ep_Loss: 2.3494
Ep:  163 | Ep_r:  0.0 | Steps:  5 | Total Steps:  5620 | Ep_Loss: 0.2364
Ep:  164 | Ep_r:  0.0 | Steps:  5 | Total Steps:  5626 | Ep_Loss: 0.2404
Ep:  165 | Ep_r:  0.0 | Steps:  24 | Total Steps:  5651 | Ep_Loss: 0.9762
Ep:  166 | Ep_r:  1.0 | Steps:  27 | Total Steps:  5679 | Ep_Loss: 1.1287
Ep:  167 | Ep_r:  0.0 | Steps:  5 | Total Steps:  5685 | Ep_Loss: 0.2891
Ep:  168 | Ep_r:  0.0 | Steps:  11 | Total Steps:  5697 | Ep_Loss: 0.4609
Ep:  169 | Ep_r:  0.0 | Steps:  25 | Total Steps:  5723 | Ep_Loss: 1.1077
Ep:  170 | Ep_r:  0.0 | Steps:  5 | Total Steps:  5729 | Ep_Loss: 0.2198
Ep:  171 | Ep_r:  0.0 | Steps:  5 | Total Steps:  5735 | Ep_Loss: 0.2965
Ep:  172 | Ep_r:  0.0 | Steps:  5 | Total Steps:  5741 | Ep_Loss: 0.2787
Ep:  173 | Ep_r:  1.0 | Steps:  21 | Total Steps:  5763 | Ep_Loss: 0.8352
Ep:  174 | Ep_r:  0.0 | Steps:  5 | Total Steps:  5769 | Ep_Loss: 0.2555
Ep:  175 | Ep_r:  0.0 | Steps:  5 | Total Steps:  5775 | Ep_Loss: 0.2515
Ep:  176 | Ep_r:  0.0 | Steps:  5 | Total Steps:  5781 | Ep_Loss: 0.1747
Ep:  177 | Ep_r:  0.0 | Steps:  5 | Total Steps:  5787 | Ep_Loss: 0.2583
Ep:  178 | Ep_r:  0.0 | Steps:  19 | Total Steps:  5807 | Ep_Loss: 0.7157
Ep:  179 | Ep_r:  1.0 | Steps:  25 | Total Steps:  5833 | Ep_Loss: 1.0516
Ep:  180 | Ep_r:  0.0 | Steps:  5 | Total Steps:  5839 | Ep_Loss: 0.2687
Ep:  181 | Ep_r:  0.0 | Steps:  5 | Total Steps:  5845 | Ep_Loss: 0.2531
Ep:  182 | Ep_r:  1.0 | Steps:  23 | Total Steps:  5869 | Ep_Loss: 1.0484
Ep:  183 | Ep_r:  0.0 | Steps:  22 | Total Steps:  5892 | Ep_Loss: 0.9457
Ep:  184 | Ep_r:  1.0 | Steps:  24 | Total Steps:  5917 | Ep_Loss: 0.9989
Ep:  185 | Ep_r:  0.0 | Steps:  5 | Total Steps:  5923 | Ep_Loss: 0.2724
Ep:  186 | Ep_r:  0.0 | Steps:  5 | Total Steps:  5929 | Ep_Loss: 0.3101
Ep:  187 | Ep_r:  0.0 | Steps:  5 | Total Steps:  5935 | Ep_Loss: 0.2073
Ep:  188 | Ep_r:  1.0 | Steps:  13 | Total Steps:  5949 | Ep_Loss: 0.5378
Ep:  189 | Ep_r:  0.0 | Steps:  5 | Total Steps:  5955 | Ep_Loss: 0.1903
Ep:  190 | Ep_r:  0.0 | Steps:  17 | Total Steps:  5973 | Ep_Loss: 0.7730
Ep:  191 | Ep_r:  1.0 | Steps:  10 | Total Steps:  5984 | Ep_Loss: 0.4925
Ep:  192 | Ep_r:  0.0 | Steps:  5 | Total Steps:  5990 | Ep_Loss: 0.2191
Ep:  193 | Ep_r:  0.0 | Steps:  5 | Total Steps:  5996 | Ep_Loss: 0.2471
Ep:  194 | Ep_r:  0.0 | Steps:  5 | Total Steps:  6002 | Ep_Loss: 0.2448
Ep:  195 | Ep_r:  0.0 | Steps:  5 | Total Steps:  6008 | Ep_Loss: 0.2057
Ep:  196 | Ep_r:  0.0 | Steps:  5 | Total Steps:  6014 | Ep_Loss: 0.2400
Ep:  197 | Ep_r:  0.0 | Steps:  5 | Total Steps:  6020 | Ep_Loss: 0.2757
Ep:  198 | Ep_r:  0.0 | Steps:  14 | Total Steps:  6035 | Ep_Loss: 0.6364
Ep:  199 | Ep_r:  1.0 | Steps:  10 | Total Steps:  6046 | Ep_Loss: 0.4031
Ep:  200 | Ep_r:  0.0 | Steps:  5 | Total Steps:  6052 | Ep_Loss: 0.2935
Ep:  201 | Ep_r:  1.0 | Steps:  9 | Total Steps:  6062 | Ep_Loss: 0.3723
Ep:  202 | Ep_r:  0.0 | Steps:  22 | Total Steps:  6085 | Ep_Loss: 0.8525
Ep:  203 | Ep_r:  0.0 | Steps:  5 | Total Steps:  6091 | Ep_Loss: 0.2639
Ep:  204 | Ep_r:  0.0 | Steps:  5 | Total Steps:  6097 | Ep_Loss: 0.2791
Ep:  205 | Ep_r:  0.0 | Steps:  16 | Total Steps:  6114 | Ep_Loss: 0.5402
Ep:  206 | Ep_r:  0.0 | Steps:  5 | Total Steps:  6120 | Ep_Loss: 0.2708
Ep:  207 | Ep_r:  0.0 | Steps:  5 | Total Steps:  6126 | Ep_Loss: 0.2225
Ep:  208 | Ep_r:  0.0 | Steps:  5 | Total Steps:  6132 | Ep_Loss: 0.2397
Ep:  209 | Ep_r:  1.0 | Steps:  40 | Total Steps:  6173 | Ep_Loss: 1.6833
Ep:  210 | Ep_r:  0.0 | Steps:  5 | Total Steps:  6179 | Ep_Loss: 0.2887
Ep:  211 | Ep_r:  0.0 | Steps:  5 | Total Steps:  6185 | Ep_Loss: 0.2429
Ep:  212 | Ep_r:  1.0 | Steps:  22 | Total Steps:  6208 | Ep_Loss: 0.8638
Ep:  213 | Ep_r:  1.0 | Steps:  28 | Total Steps:  6237 | Ep_Loss: 1.1037
Ep:  214 | Ep_r:  0.0 | Steps:  19 | Total Steps:  6257 | Ep_Loss: 0.7997
Ep:  215 | Ep_r:  0.0 | Steps:  13 | Total Steps:  6271 | Ep_Loss: 0.4984
Ep:  216 | Ep_r:  0.0 | Steps:  25 | Total Steps:  6297 | Ep_Loss: 1.0746
Ep:  217 | Ep_r:  0.0 | Steps:  48 | Total Steps:  6346 | Ep_Loss: 1.9138
Ep:  218 | Ep_r:  0.0 | Steps:  13 | Total Steps:  6360 | Ep_Loss: 0.5401
Ep:  219 | Ep_r:  0.0 | Steps:  5 | Total Steps:  6366 | Ep_Loss: 0.2429
Ep:  220 | Ep_r:  0.0 | Steps:  5 | Total Steps:  6372 | Ep_Loss: 0.2159
Ep:  221 | Ep_r:  1.0 | Steps:  10 | Total Steps:  6383 | Ep_Loss: 0.4841
Ep:  222 | Ep_r:  0.0 | Steps:  23 | Total Steps:  6407 | Ep_Loss: 0.9562
Ep:  223 | Ep_r:  1.0 | Steps:  18 | Total Steps:  6426 | Ep_Loss: 0.7662
Ep:  224 | Ep_r:  0.0 | Steps:  5 | Total Steps:  6432 | Ep_Loss: 0.2181
Ep:  225 | Ep_r:  1.0 | Steps:  22 | Total Steps:  6455 | Ep_Loss: 0.9390
Ep:  226 | Ep_r:  1.0 | Steps:  11 | Total Steps:  6467 | Ep_Loss: 0.4543
Ep:  227 | Ep_r:  1.0 | Steps:  15 | Total Steps:  6483 | Ep_Loss: 0.6292
Ep:  228 | Ep_r:  1.0 | Steps:  16 | Total Steps:  6500 | Ep_Loss: 0.7841
Ep:  229 | Ep_r:  1.0 | Steps:  30 | Total Steps:  6531 | Ep_Loss: 1.0727
Ep:  230 | Ep_r:  0.0 | Steps:  5 | Total Steps:  6537 | Ep_Loss: 0.2319
Ep:  231 | Ep_r:  0.0 | Steps:  5 | Total Steps:  6543 | Ep_Loss: 0.2233
Ep:  232 | Ep_r:  0.0 | Steps:  5 | Total Steps:  6549 | Ep_Loss: 0.2233
Ep:  233 | Ep_r:  0.0 | Steps:  12 | Total Steps:  6562 | Ep_Loss: 0.4842
Ep:  234 | Ep_r:  1.0 | Steps:  23 | Total Steps:  6586 | Ep_Loss: 0.8796
Ep:  235 | Ep_r:  0.0 | Steps:  15 | Total Steps:  6602 | Ep_Loss: 0.6494
Ep:  236 | Ep_r:  1.0 | Steps:  23 | Total Steps:  6626 | Ep_Loss: 0.8231
Ep:  237 | Ep_r:  1.0 | Steps:  12 | Total Steps:  6639 | Ep_Loss: 0.3978
Ep:  238 | Ep_r:  1.0 | Steps:  26 | Total Steps:  6666 | Ep_Loss: 0.9450
Ep:  239 | Ep_r:  1.0 | Steps:  10 | Total Steps:  6677 | Ep_Loss: 0.3924
Ep:  240 | Ep_r:  1.0 | Steps:  18 | Total Steps:  6696 | Ep_Loss: 0.7479
Ep:  241 | Ep_r:  1.0 | Steps:  8 | Total Steps:  6705 | Ep_Loss: 0.3579
Ep:  242 | Ep_r:  1.0 | Steps:  24 | Total Steps:  6730 | Ep_Loss: 0.9757
Ep:  243 | Ep_r:  1.0 | Steps:  14 | Total Steps:  6745 | Ep_Loss: 0.4395
Ep:  244 | Ep_r:  0.0 | Steps:  22 | Total Steps:  6768 | Ep_Loss: 0.9590
Ep:  245 | Ep_r:  0.0 | Steps:  33 | Total Steps:  6802 | Ep_Loss: 1.2354
Ep:  246 | Ep_r:  1.0 | Steps:  40 | Total Steps:  6843 | Ep_Loss: 1.4316
Ep:  247 | Ep_r:  1.0 | Steps:  13 | Total Steps:  6857 | Ep_Loss: 0.5014
Ep:  248 | Ep_r:  0.0 | Steps:  23 | Total Steps:  6881 | Ep_Loss: 0.8693
Ep:  249 | Ep_r:  1.0 | Steps:  17 | Total Steps:  6899 | Ep_Loss: 0.6524
Ep:  250 | Ep_r:  1.0 | Steps:  16 | Total Steps:  6916 | Ep_Loss: 0.5687
Ep:  251 | Ep_r:  0.0 | Steps:  5 | Total Steps:  6922 | Ep_Loss: 0.2215
Ep:  252 | Ep_r:  0.0 | Steps:  24 | Total Steps:  6947 | Ep_Loss: 0.8919
Ep:  253 | Ep_r:  0.0 | Steps:  23 | Total Steps:  6971 | Ep_Loss: 0.7482
