humanRL_gym_ple/dqn_ple.py:128: UserWarning: nn.init.xavier_uniform is now deprecated in favor of nn.init.xavier_uniform_.
  torch.nn.init.xavier_uniform(m.weight)
Collecting experience...
Ep:  0 | Ep_r:  1.0 | Steps:  25 | Total Steps:  26 | Ep_Loss: 0.0000
Ep:  35 | Ep_r:  0.0 | Steps:  28 | Total Steps:  2028 | Ep_Loss: 8.1813
Ep:  36 | Ep_r:  0.0 | Steps:  5 | Total Steps:  2034 | Ep_Loss: 1.8379
Ep:  37 | Ep_r:  0.0 | Steps:  105 | Total Steps:  2140 | Ep_Loss: 27.6703
Ep:  38 | Ep_r:  0.0 | Steps:  99 | Total Steps:  2240 | Ep_Loss: 21.0089
Ep:  39 | Ep_r:  0.0 | Steps:  27 | Total Steps:  2268 | Ep_Loss: 4.5911
Ep:  40 | Ep_r:  0.0 | Steps:  5 | Total Steps:  2274 | Ep_Loss: 0.8295
Ep:  41 | Ep_r:  0.0 | Steps:  22 | Total Steps:  2297 | Ep_Loss: 3.2879
Ep:  42 | Ep_r:  0.0 | Steps:  5 | Total Steps:  2303 | Ep_Loss: 0.7042
Ep:  43 | Ep_r:  0.0 | Steps:  24 | Total Steps:  2328 | Ep_Loss: 2.7390
Ep:  44 | Ep_r:  0.0 | Steps:  46 | Total Steps:  2375 | Ep_Loss: 4.6311
Ep:  45 | Ep_r:  0.0 | Steps:  5 | Total Steps:  2381 | Ep_Loss: 0.5053
Ep:  46 | Ep_r:  0.0 | Steps:  25 | Total Steps:  2407 | Ep_Loss: 2.3901
Ep:  47 | Ep_r:  0.0 | Steps:  40 | Total Steps:  2448 | Ep_Loss: 3.0451
Ep:  48 | Ep_r:  0.0 | Steps:  32 | Total Steps:  2481 | Ep_Loss: 2.5208
Ep:  49 | Ep_r:  0.0 | Steps:  5 | Total Steps:  2487 | Ep_Loss: 0.4056
Ep:  50 | Ep_r:  0.0 | Steps:  5 | Total Steps:  2493 | Ep_Loss: 0.4307
Ep:  51 | Ep_r:  0.0 | Steps:  25 | Total Steps:  2519 | Ep_Loss: 1.9833
Ep:  52 | Ep_r:  0.0 | Steps:  5 | Total Steps:  2525 | Ep_Loss: 0.3833
Ep:  53 | Ep_r:  0.0 | Steps:  80 | Total Steps:  2606 | Ep_Loss: 5.5833
Ep:  54 | Ep_r:  0.0 | Steps:  24 | Total Steps:  2631 | Ep_Loss: 1.7005
Ep:  55 | Ep_r:  0.0 | Steps:  5 | Total Steps:  2637 | Ep_Loss: 0.4001
Ep:  56 | Ep_r:  0.0 | Steps:  41 | Total Steps:  2679 | Ep_Loss: 2.7689
Ep:  57 | Ep_r:  0.0 | Steps:  5 | Total Steps:  2685 | Ep_Loss: 0.4043
Ep:  58 | Ep_r:  0.0 | Steps:  5 | Total Steps:  2691 | Ep_Loss: 0.3218
Ep:  59 | Ep_r:  0.0 | Steps:  5 | Total Steps:  2697 | Ep_Loss: 0.4841
Ep:  60 | Ep_r:  0.0 | Steps:  5 | Total Steps:  2703 | Ep_Loss: 0.4112
Ep:  61 | Ep_r:  0.0 | Steps:  24 | Total Steps:  2728 | Ep_Loss: 1.6555
Ep:  62 | Ep_r:  0.0 | Steps:  5 | Total Steps:  2734 | Ep_Loss: 0.5005
Ep:  63 | Ep_r:  0.0 | Steps:  5 | Total Steps:  2740 | Ep_Loss: 0.4092
Ep:  64 | Ep_r:  0.0 | Steps:  5 | Total Steps:  2746 | Ep_Loss: 0.4071
Ep:  65 | Ep_r:  0.0 | Steps:  29 | Total Steps:  2776 | Ep_Loss: 1.8980
Ep:  66 | Ep_r:  0.0 | Steps:  5 | Total Steps:  2782 | Ep_Loss: 0.3872
Ep:  67 | Ep_r:  0.0 | Steps:  25 | Total Steps:  2808 | Ep_Loss: 1.6912
Ep:  68 | Ep_r:  0.0 | Steps:  27 | Total Steps:  2836 | Ep_Loss: 1.8220
Ep:  69 | Ep_r:  0.0 | Steps:  22 | Total Steps:  2859 | Ep_Loss: 1.5389
Ep:  70 | Ep_r:  1.0 | Steps:  92 | Total Steps:  2952 | Ep_Loss: 6.4971
Ep:  71 | Ep_r:  0.0 | Steps:  5 | Total Steps:  2958 | Ep_Loss: 0.3406
Ep:  72 | Ep_r:  0.0 | Steps:  22 | Total Steps:  2981 | Ep_Loss: 1.5775
Ep:  73 | Ep_r:  0.0 | Steps:  5 | Total Steps:  2987 | Ep_Loss: 0.4276
Ep:  74 | Ep_r:  0.0 | Steps:  5 | Total Steps:  2993 | Ep_Loss: 0.4174
Ep:  75 | Ep_r:  0.0 | Steps:  5 | Total Steps:  2999 | Ep_Loss: 0.4193
Ep:  76 | Ep_r:  0.0 | Steps:  5 | Total Steps:  3005 | Ep_Loss: 0.4488
Ep:  77 | Ep_r:  0.0 | Steps:  22 | Total Steps:  3028 | Ep_Loss: 1.7355
Ep:  78 | Ep_r:  0.0 | Steps:  5 | Total Steps:  3034 | Ep_Loss: 0.3458
Ep:  79 | Ep_r:  0.0 | Steps:  5 | Total Steps:  3040 | Ep_Loss: 0.4081
Ep:  80 | Ep_r:  0.0 | Steps:  5 | Total Steps:  3046 | Ep_Loss: 0.4740
Ep:  81 | Ep_r:  0.0 | Steps:  26 | Total Steps:  3073 | Ep_Loss: 1.7645
Ep:  82 | Ep_r:  0.0 | Steps:  5 | Total Steps:  3079 | Ep_Loss: 0.3958
Ep:  83 | Ep_r:  0.0 | Steps:  5 | Total Steps:  3085 | Ep_Loss: 0.4586
Ep:  84 | Ep_r:  0.0 | Steps:  23 | Total Steps:  3109 | Ep_Loss: 1.6794
Ep:  85 | Ep_r:  1.0 | Steps:  56 | Total Steps:  3166 | Ep_Loss: 3.9702
Ep:  86 | Ep_r:  1.0 | Steps:  46 | Total Steps:  3213 | Ep_Loss: 3.1282
Ep:  87 | Ep_r:  0.0 | Steps:  38 | Total Steps:  3252 | Ep_Loss: 2.8069
Ep:  88 | Ep_r:  0.0 | Steps:  5 | Total Steps:  3258 | Ep_Loss: 0.4189
Ep:  89 | Ep_r:  0.0 | Steps:  5 | Total Steps:  3264 | Ep_Loss: 0.4298
Ep:  90 | Ep_r:  0.0 | Steps:  5 | Total Steps:  3270 | Ep_Loss: 0.3955
Ep:  91 | Ep_r:  0.0 | Steps:  5 | Total Steps:  3276 | Ep_Loss: 0.3694
Ep:  92 | Ep_r:  0.0 | Steps:  5 | Total Steps:  3282 | Ep_Loss: 0.5283
Ep:  93 | Ep_r:  0.0 | Steps:  5 | Total Steps:  3288 | Ep_Loss: 0.4075
Ep:  94 | Ep_r:  0.0 | Steps:  5 | Total Steps:  3294 | Ep_Loss: 0.4117
Ep:  95 | Ep_r:  0.0 | Steps:  28 | Total Steps:  3323 | Ep_Loss: 2.2024
Ep:  96 | Ep_r:  0.0 | Steps:  5 | Total Steps:  3329 | Ep_Loss: 0.3817
Ep:  97 | Ep_r:  0.0 | Steps:  5 | Total Steps:  3335 | Ep_Loss: 0.3975
Ep:  98 | Ep_r:  0.0 | Steps:  42 | Total Steps:  3378 | Ep_Loss: 3.1175
Ep:  99 | Ep_r:  0.0 | Steps:  5 | Total Steps:  3384 | Ep_Loss: 0.4471
Ep:  100 | Ep_r:  0.0 | Steps:  29 | Total Steps:  3414 | Ep_Loss: 2.2328
Ep:  101 | Ep_r:  1.0 | Steps:  52 | Total Steps:  3467 | Ep_Loss: 4.0348
Ep:  102 | Ep_r:  0.0 | Steps:  64 | Total Steps:  3532 | Ep_Loss: 5.1119
Ep:  103 | Ep_r:  1.0 | Steps:  26 | Total Steps:  3559 | Ep_Loss: 2.1560
Ep:  104 | Ep_r:  0.0 | Steps:  5 | Total Steps:  3565 | Ep_Loss: 0.4073
Ep:  105 | Ep_r:  0.0 | Steps:  5 | Total Steps:  3571 | Ep_Loss: 0.4305
Ep:  106 | Ep_r:  0.0 | Steps:  51 | Total Steps:  3623 | Ep_Loss: 3.7222
Ep:  107 | Ep_r:  0.0 | Steps:  5 | Total Steps:  3629 | Ep_Loss: 0.3904
Ep:  108 | Ep_r:  0.0 | Steps:  38 | Total Steps:  3668 | Ep_Loss: 2.9451
Ep:  109 | Ep_r:  0.0 | Steps:  5 | Total Steps:  3674 | Ep_Loss: 0.5437
Ep:  110 | Ep_r:  0.0 | Steps:  5 | Total Steps:  3680 | Ep_Loss: 0.4971
Ep:  111 | Ep_r:  0.0 | Steps:  25 | Total Steps:  3706 | Ep_Loss: 1.9727
Ep:  112 | Ep_r:  1.0 | Steps:  25 | Total Steps:  3732 | Ep_Loss: 1.8573
Ep:  113 | Ep_r:  0.0 | Steps:  55 | Total Steps:  3788 | Ep_Loss: 4.0769
Ep:  114 | Ep_r:  0.0 | Steps:  5 | Total Steps:  3794 | Ep_Loss: 0.4572
Ep:  115 | Ep_r:  0.0 | Steps:  5 | Total Steps:  3800 | Ep_Loss: 0.4633
Ep:  116 | Ep_r:  0.0 | Steps:  5 | Total Steps:  3806 | Ep_Loss: 0.3886
Ep:  117 | Ep_r:  0.0 | Steps:  24 | Total Steps:  3831 | Ep_Loss: 1.8003
Ep:  118 | Ep_r:  0.0 | Steps:  5 | Total Steps:  3837 | Ep_Loss: 0.3721
Ep:  119 | Ep_r:  1.0 | Steps:  24 | Total Steps:  3862 | Ep_Loss: 1.7434
Ep:  120 | Ep_r:  1.0 | Steps:  37 | Total Steps:  3900 | Ep_Loss: 2.6848
Ep:  121 | Ep_r:  0.0 | Steps:  5 | Total Steps:  3906 | Ep_Loss: 0.4128
Ep:  122 | Ep_r:  0.0 | Steps:  5 | Total Steps:  3912 | Ep_Loss: 0.4203
Ep:  123 | Ep_r:  0.0 | Steps:  52 | Total Steps:  3965 | Ep_Loss: 3.9397
Ep:  124 | Ep_r:  0.0 | Steps:  13 | Total Steps:  3979 | Ep_Loss: 1.0203
Ep:  125 | Ep_r:  0.0 | Steps:  24 | Total Steps:  4004 | Ep_Loss: 1.7461
Ep:  126 | Ep_r:  0.0 | Steps:  5 | Total Steps:  4010 | Ep_Loss: 0.3729
Ep:  127 | Ep_r:  0.0 | Steps:  5 | Total Steps:  4016 | Ep_Loss: 0.3299
Ep:  128 | Ep_r:  1.0 | Steps:  76 | Total Steps:  4093 | Ep_Loss: 5.0905
Ep:  129 | Ep_r:  0.0 | Steps:  5 | Total Steps:  4099 | Ep_Loss: 0.4814
Ep:  130 | Ep_r:  0.0 | Steps:  69 | Total Steps:  4169 | Ep_Loss: 4.6156
Ep:  131 | Ep_r:  1.0 | Steps:  53 | Total Steps:  4223 | Ep_Loss: 3.8295
Ep:  132 | Ep_r:  0.0 | Steps:  61 | Total Steps:  4285 | Ep_Loss: 4.0058
Ep:  133 | Ep_r:  0.0 | Steps:  39 | Total Steps:  4325 | Ep_Loss: 2.4243
Ep:  134 | Ep_r:  1.0 | Steps:  25 | Total Steps:  4351 | Ep_Loss: 1.7122
Ep:  135 | Ep_r:  1.0 | Steps:  46 | Total Steps:  4398 | Ep_Loss: 2.9850
Ep:  136 | Ep_r:  1.0 | Steps:  64 | Total Steps:  4463 | Ep_Loss: 3.9423
Ep:  137 | Ep_r:  1.0 | Steps:  65 | Total Steps:  4529 | Ep_Loss: 4.1091
Ep:  138 | Ep_r:  1.0 | Steps:  68 | Total Steps:  4598 | Ep_Loss: 4.1384
Ep:  139 | Ep_r:  1.0 | Steps:  20 | Total Steps:  4619 | Ep_Loss: 1.3202
Ep:  140 | Ep_r:  1.0 | Steps:  63 | Total Steps:  4683 | Ep_Loss: 3.8966
Ep:  141 | Ep_r:  1.0 | Steps:  18 | Total Steps:  4702 | Ep_Loss: 1.0899
Ep:  142 | Ep_r:  1.0 | Steps:  56 | Total Steps:  4759 | Ep_Loss: 3.3043
Ep:  143 | Ep_r:  1.0 | Steps:  36 | Total Steps:  4796 | Ep_Loss: 2.1385
Ep:  144 | Ep_r:  0.0 | Steps:  5 | Total Steps:  4802 | Ep_Loss: 0.3486
Ep:  145 | Ep_r:  1.0 | Steps:  20 | Total Steps:  4823 | Ep_Loss: 1.2385
Ep:  146 | Ep_r:  0.0 | Steps:  5 | Total Steps:  4829 | Ep_Loss: 0.4115
Ep:  147 | Ep_r:  1.0 | Steps:  21 | Total Steps:  4851 | Ep_Loss: 1.2195
Ep:  148 | Ep_r:  1.0 | Steps:  28 | Total Steps:  4880 | Ep_Loss: 1.7446
Ep:  149 | Ep_r:  1.0 | Steps:  18 | Total Steps:  4899 | Ep_Loss: 1.1626
Ep:  150 | Ep_r:  1.0 | Steps:  39 | Total Steps:  4939 | Ep_Loss: 2.2263
Ep:  151 | Ep_r:  1.0 | Steps:  44 | Total Steps:  4984 | Ep_Loss: 2.6084
Ep:  152 | Ep_r:  1.0 | Steps:  45 | Total Steps:  5030 | Ep_Loss: 2.6331
Ep:  153 | Ep_r:  1.0 | Steps:  72 | Total Steps:  5103 | Ep_Loss: 3.9806
Ep:  154 | Ep_r:  1.0 | Steps:  95 | Total Steps:  5199 | Ep_Loss: 5.7154
Ep:  155 | Ep_r:  1.0 | Steps:  39 | Total Steps:  5239 | Ep_Loss: 2.4231
Ep:  156 | Ep_r:  1.0 | Steps:  38 | Total Steps:  5278 | Ep_Loss: 2.2743
Ep:  157 | Ep_r:  1.0 | Steps:  10 | Total Steps:  5289 | Ep_Loss: 0.6163
Ep:  158 | Ep_r:  1.0 | Steps:  19 | Total Steps:  5309 | Ep_Loss: 1.1049
Ep:  159 | Ep_r:  1.0 | Steps:  38 | Total Steps:  5348 | Ep_Loss: 2.3722
Ep:  160 | Ep_r:  0.0 | Steps:  199 | Total Steps:  5548 | Ep_Loss: 12.9571
Ep:  161 | Ep_r:  1.0 | Steps:  162 | Total Steps:  5711 | Ep_Loss: 10.8015
Ep:  162 | Ep_r:  1.0 | Steps:  39 | Total Steps:  5751 | Ep_Loss: 2.7734
Ep:  163 | Ep_r:  1.0 | Steps:  36 | Total Steps:  5788 | Ep_Loss: 2.2353
Ep:  164 | Ep_r:  1.0 | Steps:  21 | Total Steps:  5810 | Ep_Loss: 1.5611
Ep:  165 | Ep_r:  1.0 | Steps:  27 | Total Steps:  5838 | Ep_Loss: 1.8781
Ep:  166 | Ep_r:  1.0 | Steps:  40 | Total Steps:  5879 | Ep_Loss: 2.8198
Ep:  167 | Ep_r:  1.0 | Steps:  29 | Total Steps:  5909 | Ep_Loss: 1.9478
Ep:  168 | Ep_r:  1.0 | Steps:  22 | Total Steps:  5932 | Ep_Loss: 1.5173
Ep:  169 | Ep_r:  1.0 | Steps:  36 | Total Steps:  5969 | Ep_Loss: 2.4136
Ep:  170 | Ep_r:  1.0 | Steps:  26 | Total Steps:  5996 | Ep_Loss: 1.9917
Ep:  171 | Ep_r:  1.0 | Steps:  22 | Total Steps:  6019 | Ep_Loss: 1.4927
Ep:  172 | Ep_r:  1.0 | Steps:  47 | Total Steps:  6067 | Ep_Loss: 3.4124
Ep:  173 | Ep_r:  1.0 | Steps:  22 | Total Steps:  6090 | Ep_Loss: 1.5693
Ep:  174 | Ep_r:  1.0 | Steps:  35 | Total Steps:  6126 | Ep_Loss: 2.3689
Ep:  175 | Ep_r:  1.0 | Steps:  40 | Total Steps:  6167 | Ep_Loss: 2.9038
Ep:  176 | Ep_r:  1.0 | Steps:  23 | Total Steps:  6191 | Ep_Loss: 1.6314
Ep:  177 | Ep_r:  1.0 | Steps:  22 | Total Steps:  6214 | Ep_Loss: 1.5635
Ep:  178 | Ep_r:  1.0 | Steps:  96 | Total Steps:  6311 | Ep_Loss: 6.7427
Ep:  179 | Ep_r:  1.0 | Steps:  74 | Total Steps:  6386 | Ep_Loss: 5.0039
Ep:  180 | Ep_r:  1.0 | Steps:  53 | Total Steps:  6440 | Ep_Loss: 3.5757
Ep:  181 | Ep_r:  1.0 | Steps:  27 | Total Steps:  6468 | Ep_Loss: 1.8702
Ep:  182 | Ep_r:  1.0 | Steps:  43 | Total Steps:  6512 | Ep_Loss: 3.0277
Ep:  183 | Ep_r:  1.0 | Steps:  57 | Total Steps:  6570 | Ep_Loss: 3.9287
Ep:  184 | Ep_r:  1.0 | Steps:  38 | Total Steps:  6609 | Ep_Loss: 2.6065
Ep:  185 | Ep_r:  1.0 | Steps:  20 | Total Steps:  6630 | Ep_Loss: 1.4777
Ep:  186 | Ep_r:  1.0 | Steps:  18 | Total Steps:  6649 | Ep_Loss: 1.2503
Ep:  187 | Ep_r:  1.0 | Steps:  18 | Total Steps:  6668 | Ep_Loss: 1.2355
Ep:  188 | Ep_r:  1.0 | Steps:  22 | Total Steps:  6691 | Ep_Loss: 1.5789
Ep:  189 | Ep_r:  1.0 | Steps:  42 | Total Steps:  6734 | Ep_Loss: 2.7495
Ep:  190 | Ep_r:  1.0 | Steps:  43 | Total Steps:  6778 | Ep_Loss: 2.9764
Ep:  191 | Ep_r:  1.0 | Steps:  56 | Total Steps:  6835 | Ep_Loss: 3.9416
Ep:  192 | Ep_r:  1.0 | Steps:  79 | Total Steps:  6915 | Ep_Loss: 5.4314
Ep:  193 | Ep_r:  1.0 | Steps:  22 | Total Steps:  6938 | Ep_Loss: 1.5752
Ep:  194 | Ep_r:  1.0 | Steps:  7 | Total Steps:  6946 | Ep_Loss: 0.4425
Ep:  195 | Ep_r:  1.0 | Steps:  37 | Total Steps:  6984 | Ep_Loss: 2.5222
Ep:  196 | Ep_r:  1.0 | Steps:  35 | Total Steps:  7020 | Ep_Loss: 2.5260
Ep:  197 | Ep_r:  1.0 | Steps:  19 | Total Steps:  7040 | Ep_Loss: 1.3087
Ep:  198 | Ep_r:  1.0 | Steps:  58 | Total Steps:  7099 | Ep_Loss: 3.8167
Ep:  199 | Ep_r:  1.0 | Steps:  18 | Total Steps:  7118 | Ep_Loss: 1.2506
Ep:  200 | Ep_r:  1.0 | Steps:  18 | Total Steps:  7137 | Ep_Loss: 1.2122
Ep:  201 | Ep_r:  1.0 | Steps:  19 | Total Steps:  7157 | Ep_Loss: 1.2343
Ep:  202 | Ep_r:  1.0 | Steps:  20 | Total Steps:  7178 | Ep_Loss: 1.3417
Ep:  203 | Ep_r:  1.0 | Steps:  18 | Total Steps:  7197 | Ep_Loss: 1.2118
Ep:  204 | Ep_r:  1.0 | Steps:  10 | Total Steps:  7208 | Ep_Loss: 0.7491
Ep:  205 | Ep_r:  1.0 | Steps:  35 | Total Steps:  7244 | Ep_Loss: 2.2737
Ep:  206 | Ep_r:  1.0 | Steps:  21 | Total Steps:  7266 | Ep_Loss: 1.3632
Ep:  207 | Ep_r:  1.0 | Steps:  11 | Total Steps:  7278 | Ep_Loss: 0.8227
Ep:  208 | Ep_r:  1.0 | Steps:  24 | Total Steps:  7303 | Ep_Loss: 1.6584
Ep:  209 | Ep_r:  1.0 | Steps:  8 | Total Steps:  7312 | Ep_Loss: 0.5427
Ep:  210 | Ep_r:  0.0 | Steps:  17 | Total Steps:  7330 | Ep_Loss: 1.1760
Ep:  211 | Ep_r:  0.0 | Steps:  5 | Total Steps:  7336 | Ep_Loss: 0.3758
Ep:  212 | Ep_r:  1.0 | Steps:  18 | Total Steps:  7355 | Ep_Loss: 1.2634
Ep:  213 | Ep_r:  1.0 | Steps:  10 | Total Steps:  7366 | Ep_Loss: 0.6589
Ep:  214 | Ep_r:  1.0 | Steps:  20 | Total Steps:  7387 | Ep_Loss: 1.4438
Ep:  215 | Ep_r:  1.0 | Steps:  22 | Total Steps:  7410 | Ep_Loss: 1.5609
Ep:  216 | Ep_r:  1.0 | Steps:  18 | Total Steps:  7429 | Ep_Loss: 1.2027
Ep:  217 | Ep_r:  1.0 | Steps:  18 | Total Steps:  7448 | Ep_Loss: 1.1008
Ep:  218 | Ep_r:  1.0 | Steps:  20 | Total Steps:  7469 | Ep_Loss: 1.3193
Ep:  219 | Ep_r:  1.0 | Steps:  9 | Total Steps:  7479 | Ep_Loss: 0.6243
Ep:  220 | Ep_r:  1.0 | Steps:  18 | Total Steps:  7498 | Ep_Loss: 1.3184
Ep:  221 | Ep_r:  0.0 | Steps:  13 | Total Steps:  7512 | Ep_Loss: 0.8877
Ep:  222 | Ep_r:  1.0 | Steps:  19 | Total Steps:  7532 | Ep_Loss: 1.2873
Ep:  223 | Ep_r:  1.0 | Steps:  18 | Total Steps:  7551 | Ep_Loss: 1.2006
Ep:  224 | Ep_r:  0.0 | Steps:  14 | Total Steps:  7566 | Ep_Loss: 0.9588
Ep:  225 | Ep_r:  0.0 | Steps:  5 | Total Steps:  7572 | Ep_Loss: 0.3821
Ep:  226 | Ep_r:  1.0 | Steps:  18 | Total Steps:  7591 | Ep_Loss: 1.2004
Ep:  227 | Ep_r:  1.0 | Steps:  9 | Total Steps:  7601 | Ep_Loss: 0.6480
Ep:  228 | Ep_r:  0.0 | Steps:  5 | Total Steps:  7607 | Ep_Loss: 0.3548
Ep:  229 | Ep_r:  1.0 | Steps:  12 | Total Steps:  7620 | Ep_Loss: 0.8626
Ep:  230 | Ep_r:  1.0 | Steps:  10 | Total Steps:  7631 | Ep_Loss: 0.7208
Ep:  231 | Ep_r:  1.0 | Steps:  8 | Total Steps:  7640 | Ep_Loss: 0.5837
Ep:  232 | Ep_r:  1.0 | Steps:  23 | Total Steps:  7664 | Ep_Loss: 1.5966
Ep:  233 | Ep_r:  1.0 | Steps:  20 | Total Steps:  7685 | Ep_Loss: 1.4187
Ep:  234 | Ep_r:  1.0 | Steps:  18 | Total Steps:  7704 | Ep_Loss: 1.2143
Ep:  235 | Ep_r:  1.0 | Steps:  36 | Total Steps:  7741 | Ep_Loss: 2.2760
Ep:  236 | Ep_r:  1.0 | Steps:  12 | Total Steps:  7754 | Ep_Loss: 0.8949
Ep:  237 | Ep_r:  1.0 | Steps:  18 | Total Steps:  7773 | Ep_Loss: 1.3396
Ep:  238 | Ep_r:  0.0 | Steps:  5 | Total Steps:  7779 | Ep_Loss: 0.3917
Ep:  239 | Ep_r:  1.0 | Steps:  18 | Total Steps:  7798 | Ep_Loss: 1.2657
Ep:  240 | Ep_r:  1.0 | Steps:  18 | Total Steps:  7817 | Ep_Loss: 1.2604
Ep:  241 | Ep_r:  1.0 | Steps:  18 | Total Steps:  7836 | Ep_Loss: 1.2386
Ep:  242 | Ep_r:  1.0 | Steps:  18 | Total Steps:  7855 | Ep_Loss: 1.2303
Ep:  243 | Ep_r:  1.0 | Steps:  19 | Total Steps:  7875 | Ep_Loss: 1.2207
Ep:  244 | Ep_r:  1.0 | Steps:  28 | Total Steps:  7904 | Ep_Loss: 1.8534
Ep:  245 | Ep_r:  1.0 | Steps:  19 | Total Steps:  7924 | Ep_Loss: 1.2881
Ep:  246 | Ep_r:  1.0 | Steps:  18 | Total Steps:  7943 | Ep_Loss: 1.2348
Ep:  247 | Ep_r:  1.0 | Steps:  22 | Total Steps:  7966 | Ep_Loss: 1.5002
Ep:  248 | Ep_r:  1.0 | Steps:  11 | Total Steps:  7978 | Ep_Loss: 0.8159
Ep:  249 | Ep_r:  1.0 | Steps:  19 | Total Steps:  7998 | Ep_Loss: 1.3608
Ep:  250 | Ep_r:  1.0 | Steps:  18 | Total Steps:  8017 | Ep_Loss: 1.2908
Ep:  251 | Ep_r:  1.0 | Steps:  10 | Total Steps:  8028 | Ep_Loss: 0.7717
Ep:  252 | Ep_r:  1.0 | Steps:  18 | Total Steps:  8047 | Ep_Loss: 1.2516
Ep:  253 | Ep_r:  1.0 | Steps:  19 | Total Steps:  8067 | Ep_Loss: 1.3751
Ep:  254 | Ep_r:  1.0 | Steps:  18 | Total Steps:  8086 | Ep_Loss: 1.2605
Ep:  255 | Ep_r:  1.0 | Steps:  21 | Total Steps:  8108 | Ep_Loss: 1.4545
Ep:  256 | Ep_r:  1.0 | Steps:  21 | Total Steps:  8130 | Ep_Loss: 1.3525
